Authors,DOI,DataSourceType,FeatureName,Latitude,Longitude,FeatureType,FeatureCategory,ThawType,Imagery,ImageryDates,ImageryResolution_meters
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.135957,-153.399323,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.146471,-153.351298,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.139083,-153.294936,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.140752,-153.341996,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.13953,-153.330991,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.131511,-153.334259,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.130809,-153.319939,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.149072,-153.266831,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.148255,-153.277959,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.146472,-153.245215,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.146066,-153.258527,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.143675,-153.251687,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.138643,-153.244912,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.152239,-153.222152,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.140622,-153.213797,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.141367,-153.16526,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.13654,-153.203379,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.13756,-153.178475,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.136466,-153.095713,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.14085,-153.119438,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.132713,-153.11746,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.152358,-153.083179,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.150592,-153.054279,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.151825,-153.038599,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.149865,-153.080911,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.144393,-153.066611,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.145498,-153.060468,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.143924,-153.073191,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.141025,-153.04877,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.134962,-153.062617,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.152916,-152.976709,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.15271,-152.986902,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.150769,-152.96222,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.125262,-152.956425,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.126937,-153.013717,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.150619,-152.900818,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.139885,-152.895117,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.152195,-152.828628,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.15202,-152.874738,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.141758,-152.841317,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.146718,-152.882219,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.139297,-152.870914,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.152945,-152.813526,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.150996,-152.818261,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.14412,-152.752702,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.139594,-152.804863,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.128761,-152.78897,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.130685,-152.756983,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.135247,-152.689713,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.147445,-152.684879,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.143192,-152.656366,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.140412,-152.667581,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.13429,-152.679787,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.145347,-152.621369,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.136514,-152.59,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.138389,-152.552727,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.135798,-152.484312,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.127013,-152.492443,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.152366,-152.456874,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.137392,-152.442083,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.135516,-152.441849,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.134137,-152.425686,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.13439,-152.459867,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.130042,-152.445388,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.128991,-152.463859,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.142618,-152.381576,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.140089,-152.370806,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.136257,-152.377218,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.135544,-152.413352,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.131897,-152.357701,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.12788,-152.373913,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.131018,-152.420197,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.129916,-152.422242,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.143086,-152.331041,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.148273,-152.31077,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.148818,-152.281307,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.146821,-152.242023,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.144915,-152.246326,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.141155,-152.224516,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.140695,-152.230031,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.151159,-152.209641,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.150224,-152.202047,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.147386,-152.211549,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.140449,-152.220186,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.133676,-152.218152,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.13641,-152.096999,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.130912,-152.122069,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.130211,-152.113545,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.128673,-152.107468,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.141464,-152.086156,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.135513,-152.047116,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.132119,-152.08542,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.130526,-152.026484,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.127625,-152.022482,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.150491,-151.955809,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.138755,-152.014182,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.134049,-152.010704,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.128667,-152.016764,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.136732,-151.892616,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.135933,-151.906869,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.135233,-151.941142,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.134444,-151.947436,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.127346,-151.934514,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.147369,-151.866483,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.139059,-151.829501,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.136835,-151.870398,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.136163,-151.85562,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.142466,-151.790629,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.143091,-151.816786,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.133544,-151.776241,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.12914,-151.803797,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.13226,-151.772009,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.138933,-151.740939,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.135334,-151.685816,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.131463,-151.685334,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.14656,-151.592208,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.126567,-151.480128,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.124747,-151.548531,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.133531,-151.406406,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.140124,-151.459604,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.139003,-151.475914,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.139836,-151.466581,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.137065,-151.464126,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.133525,-151.480558,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.132862,-151.471064,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.126472,-151.439574,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,NA,70.144136,-151.377388,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30
