Latitude,Longitude,Type
55.00532576770165,-163.85284308881884,0
55.00586531892912,-162.68458536742236,0
55.01125637210273,-163.69195426370948,0
55.01448922036648,-163.80379297723096,0
55.01448922036648,-162.67083795887459,0
55.02607842400438,-163.79112913023917,0
55.0476381775978,-159.42235162773187,0
55.06515352653573,-162.66949131035645,0
55.069737482418674,-159.5234126940072,0
55.07431697920056,-162.68054096276688,0
55.08401998309286,-161.75509467103367,0
55.084287529156065,-162.46332923225143,0
55.08671328012914,-160.02224786975512,0
55.09075768478461,-162.63499570460698,0
55.093450981820894,-163.24243674561265,0
55.101267785967586,-161.869091589465,0
55.10746593643188,-162.01138596318154,0
55.12363463685168,-163.16104923318514,0
55.14492684438188,-162.08037717468042,0
55.14842723870884,-162.6468524543081,0
55.148966789936296,-162.638500558035,0
55.15031343845443,-161.89011179183095,0
55.15813024260113,-162.93116919657686,0
55.15839778866434,-162.17092813977277,0
55.15974889628353,-162.98614991256585,0
55.160823539637406,-162.9187728956483,0
55.16298174454729,-162.85301899151418,0
55.16917989501157,-163.00635855854006,0
55.185348595431364,-162.7282399667356,0
55.19127919983245,-161.37807321786377,0
55.20852700270718,-160.6172926098322,0
55.21014119728853,-162.45281913106845,0
55.21823000659948,-162.46629453445198,0
55.225235254354445,-162.32157440976238,0
55.23520580430994,-162.41778397409152,0
55.249488304984126,-162.3884074163514,0
55.25245360718467,-161.5359967407726,0
55.253532709639614,-162.8508607866043,0
55.28667720776987,-162.33828266140964,0
55.290182061197875,-162.47141358246134,0
55.29880596263524,-160.61432730763167,0
55.31012762020994,-160.05054532504028,0
55.32387056965666,-160.72185407043446,0
55.33141536863909,-162.24261264830795,0
55.33896016762152,-162.33585691043658,0
55.33977172401324,-162.24961789606292,0
55.34057882130392,-162.40754141897176,0
55.34300457227699,-162.3423270660651,0
55.34543032325007,-162.44122992743056,0
55.35351467345997,-162.38328836834208,0
55.37965392383527,-161.82570453621497,0
55.42412007954024,-160.32354040973433,0
55.43085778123199,-163.1618563304758,0
55.43112978639625,-161.73731177603253,0
55.452957086052855,-161.00940366096697,0
55.45996233380784,-162.0534263679134,0
55.46050188503529,-160.69247751269435,0
55.48664559451165,-162.05693122134142,0
55.48799224302979,-161.070310522256,0
55.49041799400286,-161.226080299356,0
55.50065609002158,-162.08199582836284,0
55.502546748868234,-161.01290851439498,0
55.513863947341875,-161.2252687429643,0
55.51628969831496,-162.07337192692546,0
55.52194829755177,-162.23290964441566,0
55.52814644801607,-160.870074589451,0
55.529225550471004,-160.9113078968922,0
55.53003264776168,-161.8812203443304,0
55.53299794996222,-162.18736438625575,0
55.53299794996222,-161.14792563519225,0
55.54296849991772,-160.92801614853946,0
55.543508051145196,-161.14496033299173,0
55.543775597208395,-161.09834043147794,0
55.551324855291874,-161.86046768802765,0
55.55455770355563,-162.35957486893983,0
55.55563680601056,-161.7200639731578,0
55.57395925223917,-161.07731577001096,0
55.575305900757314,-162.00141541322603,0
55.59013241176002,-159.69885156585394,0
55.61681121336279,-160.51703864084757,0
55.61789031581771,-161.69230606910008,0
55.6189649591716,-161.91868125228038,0
55.62193026137214,-161.17837683628625,0
55.62354891505454,-161.88068079310293,0
55.62435601234522,-161.76641632860836,0
55.62840041700069,-162.02000986461888,0
55.63324745984579,-161.5276448444995,0
55.634598567464984,-161.34438916850604,0
55.635673210818865,-161.7219501729034,0
55.63998516153754,-161.71790576824793,0
55.64133626915674,-161.50581308574183,0
55.64349001496554,-159.57730984844017,0
55.65049526272052,-159.6042606552072,0
55.65292101369359,-161.2861756042533,0
55.657504969576536,-162.07795142370736,0
55.67205501631393,-159.66893991598744,0
55.67394121605953,-161.44248493258078,0
55.67475277245127,-161.28940845251705,0
55.6822975714337,-159.55763629459238,0
55.68337667388862,-161.37376126714508,0
55.68364421995184,-161.84160569057155,0
55.68472332240677,-161.46700552927368,0
55.68634197608917,-161.14280658718292,0
55.68741661944305,-161.42253937356872,0
55.68768862460731,-161.3042305044187,0
55.6922681213892,-160.56689584972617,0
55.69254012655346,-161.27377930332472,0
55.69631252604467,-162.15825983367992,0
55.702510676508965,-161.48425333214843,0
55.70466442231778,-160.94580350264167,0
55.705743524772714,-160.35507071328325,0
55.70655062206338,-161.33145331634998,0
55.706822627227645,-161.90439875160618,0
55.72299132764744,-160.6517837564806,0
55.72379842493812,-160.94445685412353,0
55.72864992688427,-162.01165350924472,0
55.73053612662988,-161.47536188464784,0
55.73323388276721,-161.88202744162106,0
55.73646673103095,-159.57219080043083,0
55.73727382832162,-161.33306751093133,0
55.73835293077657,-160.34078821260908,0
55.74509063246832,-161.38400382226484,0
55.756679836106215,-161.24790759901262,0
55.76018023043318,-161.41122217509508,0
55.76422463508865,-161.6486470106858,0
55.76745748335241,-161.99818256496226,0
55.771501888007876,-161.49530298455886,0
55.77257653136176,-161.81950638575069,0
55.7752742874991,-162.01489081660952,0
55.77662093601723,-159.3035032073544,0
55.78173998402658,-160.72481937263498,0
55.78821013965515,-161.21421909055385,0
55.79063589062822,-161.9423947516826,0
55.7971015871557,-161.85912103950952,0
55.79764113838318,-159.52260559671655,0
55.80249264032932,-159.58485464742262,0
55.80653258588375,-160.57902014549046,0
55.81354229273977,-161.40017252268464,0
55.82539904244088,-161.30692826055602,0
55.825666588504085,-161.02611191261423,0
55.82593859366835,-161.41445502335884,0
55.82674569095903,-161.57211100020447,0
55.83429048994145,-160.99404205783785,0
55.835641597560645,-160.70002677077784,0
55.83617668968706,-161.64783991339513,0
55.83698824607878,-161.2344321956291,0
55.843186396543075,-161.61010700028086,0
55.84722634209749,-161.1053456792329,0
55.848577449716686,-160.68816556197567,0
55.853424492561786,-159.5924039055061,0
55.85558269747166,-160.02871356628262,0
55.85585024353486,-161.2161097494005,0
55.85638979476233,-161.84591764129024,0
55.8685185496277,-161.30504206081042,0
55.869325646918384,-161.45353012589018,0
55.87471670009198,-160.653402410163,0
55.87983574810134,-161.32175031245768,0
55.88199395301121,-161.32956265750332,0
55.88199395301121,-161.30530960687364,0
55.88388015275683,-161.77476822488146,0
55.898162653431015,-161.15681708269287,0
55.89924175588594,-159.43609457717864,0
55.90085595046729,-161.22769449393735,0
55.90247460414969,-159.58943860330555,0
55.910019403132125,-161.0897165300406,0
55.9140638077876,-159.59536920770663,0
55.92214815799749,-160.84070249081194,0
55.93939596087222,-159.09302917853068,0
55.94559411133651,-160.95550650653396,0
55.9515247157376,-159.16579278952082,0
55.95502511006455,-159.52395224523465,0
55.96284191421124,-161.0104827634219,0
55.96876805951127,-159.24017505419334,0
55.97308001022996,-161.30099765615495,0
55.976856868822225,-161.3042305044187,0
55.9779315121761,-161.29479950569066,0
55.980629268313436,-160.87223279436085,0
55.99410467169695,-159.01676071411256,0
55.99491176898762,-159.7160993687287,0
55.99760506602391,-160.55799994312454,0
56.00083791428765,-161.11800952622468,0
56.00326366526072,-160.16588889198977,0
56.015931971353574,-160.93313965564988,0
56.01808571716237,-159.4183072230764,0
56.02482341885415,-159.97885635740403,0
56.047462274902486,-160.33162475994425,0
56.063630975322276,-160.1386660800585,0
56.07818548116073,-159.43501993382472,0
56.08141832942447,-159.43205463162417,0
56.08465117768822,-160.14432913839636,0
56.087076928661304,-159.44633713229837,0
56.087076928661304,-158.69848791732178,0
56.10189898056295,-159.21025894522577,0
56.11887923737447,-159.10758368436916,0
56.12022588589262,-159.87483444802925,0
56.12076543712008,-159.01999802147736,0
56.1248053826745,-159.81554624042263,0
56.13100799223984,-158.50121728671735,0
56.133701289276125,-159.5552105436193,0
56.1342408405036,-160.0729121759244,0
