Latitude,Longitude,Type
64.86463,-147.93898,1
64.86463,-147.93865,1
64.86464,-147.9391,1
64.86464,-147.93902,1
64.86466,-147.93928,1
64.86467,-147.93874,1
64.86467,-147.93873,1
64.86468,-147.93872,1
64.86468,-147.93856,1
64.86468,-147.93844,1
64.86469,-147.93875,1
64.866508,-147.863775,1
64.86752786,-147.7382268,1
64.8678,-147.7849,0
64.8681649222755,-147.945889806,0
64.869541,-147.684046,1
64.86956,-147.683715,1
64.869561,-147.684052,1
64.869689,-147.683923,1
64.869733,-147.684412,1
64.869749,-147.683907,1
64.86975,-147.683901,1
64.86976,-147.683728,1
64.86983,-147.684157,1
64.86984,-147.683753,1
64.869879,-147.684531,1
64.869906,-147.684992,1
64.87,-147.8,1
64.87009,-147.683514,1
64.870095,-147.684706,1
64.8701,-147.684917,1
64.87014,-147.683763,1
64.870162,-147.683549,1
64.870174,-147.684247,1
64.870174,-147.684052,1
64.870191,-147.684746,1
64.870286,-147.684644,1
64.87029,-147.684661,1
64.870291,-147.684354,1
64.870297,-147.684634,1
64.870316,-147.683937,1
64.8711,-147.8468,0
64.87512772,-147.6858331,1
64.8753,-147.847,0
64.87540081,-147.6771433,1
64.88617,-147.92586,1
64.88635,-147.92598,1
64.88641,-147.92583,1
64.88645,-147.92556,1
64.88646,-147.92557,1
64.88648,-147.92528,1
64.88649,-147.92578,1
64.890748841276,-147.922015365,0
64.89671,-147.910306,1
64.896874,-147.910071,1
64.897073,-147.909693,1
64.897104,-147.909172,1
64.897109,-147.910205,1
64.89715,-147.909765,1
64.897363,-147.90949,1
64.8977173822761,-147.938575905,0
64.900922,-147.938059,1
64.900927,-147.938063,1
64.901037,-147.93779,1
64.901152,-147.937766,1
64.901198,-147.937876,1
64.90127,-147.938167,1
64.901274,-147.938506,1
64.901275,-147.93794,1
64.901287,-147.938259,1
64.901289,-147.938222,1
64.901292,-147.938242,1
64.901302,-147.938271,1
64.901328,-147.938294,1
64.901393,-147.938107,1
64.901403,-147.938099,1
64.901414,-147.938881,1
64.901421,-147.938883,1
64.901423,-147.938118,1
64.901529,-147.938653,1
64.901534,-147.938652,1
64.901544,-147.938491,1
64.901546,-147.938489,1
64.90694,-147.860122,1
64.906947,-147.859954,1
64.906953,-147.85978,1
64.907075,-147.86162,1
64.907082,-147.861985,1
64.907142,-147.860443,1
64.907155,-147.860462,1
64.907167,-147.860728,1
64.907175,-147.860714,1
64.907181,-147.859397,1
64.907181,-147.859393,1
64.907196,-147.860695,1
64.9072,-147.860418,1
64.907202,-147.860372,1
64.907204,-147.86039,1
64.907241,-147.859726,1
64.907241,-147.859254,1
64.907244,-147.859723,1
64.907248,-147.859703,1
64.907248,-147.859266,1
64.907254,-147.859665,1
64.907255,-147.860611,1
64.90726,-147.859716,1
64.907266,-147.85972,1
64.907271,-147.860307,1
64.907278,-147.860622,1
64.907288,-147.860054,1
64.907298,-147.860615,1
64.907301,-147.860448,1
64.907301,-147.860441,1
64.907303,-147.860435,1
64.907349,-147.858934,1
64.907365,-147.861037,1
64.907414,-147.859788,1
64.907416,-147.859778,1
64.90746,-147.859611,1
64.90746,-147.8585,1
64.907463,-147.858666,1
64.907463,-147.858503,1
64.907468,-147.858659,1
64.907486,-147.858478,1
64.907511,-147.859823,1
64.908843,-147.885952,1
64.908939,-147.885677,1
64.909147,-147.88593,1
64.909629,-147.886581,1
64.91034,-147.886682,1
64.910453,-147.88669,1
64.910463,-147.886622,1
64.910467,-147.886685,1
64.910468,-147.886677,1
64.910469,-147.886643,1
64.910471,-147.886637,1
64.910475,-147.886681,1
64.910475,-147.886676,1
64.910477,-147.886697,1
64.9130577862764,-147.877996463,0
64.9132379222764,-147.83519901,0
64.9140094582765,-147.837262934,0
64.915399,-147.848127,1
64.915429,-147.847955,1
64.915439,-147.848312,1
64.915445,-147.848,1
64.915447,-147.847952,1
64.915468,-147.848845,1
64.91547,-147.848781,1
64.915471,-147.848722,1
64.915473,-147.848688,1
64.915492,-147.848668,1
64.915542,-147.849211,1
64.915563,-147.850118,1
64.915597,-147.847261,1
64.915598,-147.847272,1
64.915612,-147.847516,1
64.915615,-147.847521,1
64.915633,-147.847278,1
64.915647,-147.848928,1
64.915653,-147.84745,1
64.915661,-147.84725,1
64.915667,-147.849979,1
64.915673,-147.847506,1
64.915678,-147.847251,1
64.915679,-147.847278,1
64.915693,-147.849455,1
64.915694,-147.84719,1
64.915695,-147.847172,1
64.915705,-147.847208,1
64.915716,-147.847235,1
64.915759,-147.849306,1
64.915762,-147.848151,1
64.915763,-147.847465,1
64.915766,-147.847469,1
64.915782,-147.847286,1
64.915785,-147.847377,1
64.9158,-147.848097,1
64.915809,-147.848128,1
64.915814,-147.848149,1
64.915849,-147.847316,1
64.915857,-147.848274,1
64.915857,-147.847303,1
64.915866,-147.84731,1
64.915871,-147.848288,1
64.915928,-147.847485,1
64.915944,-147.847496,1
64.915945,-147.84769,1
64.915946,-147.847562,1
64.915974,-147.847532,1
64.915977,-147.848224,1
64.915978,-147.847472,1
64.915983,-147.84768,1
64.915986,-147.847608,1
64.915989,-147.847505,1
64.915992,-147.847743,1
64.916001,-147.847787,1
64.916021,-147.847733,1
64.916037,-147.847651,1
64.916057,-147.847729,1
64.91734,-164.99832,1
64.917829,-147.823453,1
64.917891,-147.823671,1
64.917968,-147.823701,1
64.918048,-147.823372,1
64.918061,-147.823357,1
64.918069,-147.823807,1
64.918155,-147.822903,1
64.918198,-147.824107,1
64.918219,-147.822857,1
64.918232,-147.822822,1
64.918238,-147.823185,1
64.918257,-147.82337,1
64.918263,-147.822856,1
64.918281,-147.823207,1
64.918284,-147.823206,1
64.918318,-147.823719,1
64.918319,-147.823079,1
64.918323,-147.823071,1
64.918331,-147.822999,1
64.918335,-147.822485,1
64.918346,-147.822895,1
64.918401,-147.822555,1
64.918402,-147.822786,1
64.918443,-147.822709,1
64.918465,-147.822844,1
64.918466,-147.823839,1
64.918474,-147.823602,1
64.918481,-147.82385,1
64.918482,-147.823848,1
64.918484,-147.822695,1
64.918507,-147.822881,1
64.918532,-147.823578,1
64.91854,-147.823198,1
64.918541,-147.823684,1
64.918546,-147.823488,1
64.918554,-147.822588,1
64.918558,-147.823698,1
64.918567,-147.822671,1
64.918571,-147.822653,1
64.918602,-147.822493,1
64.918631,-147.821819,1
64.918666,-147.822993,1
64.918671,-147.823178,1
64.918673,-147.823022,1
64.918683,-147.822299,1
64.918689,-147.822902,1
64.918737,-147.822874,1
64.918834,-147.822847,1
64.918834,-147.822705,1
64.91884,-147.822856,1
64.918844,-147.82232,1
64.918851,-147.822352,1
64.918863,-147.823596,1
64.918871,-147.820813,1
64.918891,-147.822791,1
64.918902,-147.8228,1
64.918907,-147.822665,1
64.918911,-147.822679,1
64.918938,-147.821246,1
64.918944,-147.822753,1
64.918946,-147.822546,1
64.918947,-147.82271,1
64.918949,-147.822403,1
64.91895,-147.822711,1
64.918951,-147.821286,1
64.918953,-147.821354,1
64.918966,-147.822679,1
64.918966,-147.821225,1
64.918969,-147.822651,1
64.918988,-147.821646,1
64.918989,-147.823769,1
64.918992,-147.821652,1
64.919001,-147.821119,1
64.919006,-147.821541,1
64.919009,-147.823155,1
64.91901,-147.821405,1
64.919013,-147.82266,1
64.91906,-147.821659,1
64.919065,-147.822062,1
64.919066,-147.822059,1
64.919073,-147.822051,1
64.919084,-147.821271,1
64.91909,-147.823873,1
64.919101,-147.821858,1
64.919105,-147.821758,1
64.919109,-147.821761,1
64.919115,-147.822352,1
64.919122,-147.821798,1
64.919128,-147.821351,1
64.919132,-147.821084,1
64.919135,-147.821881,1
64.919146,-147.82288,1
64.91915,-147.822172,1
64.919157,-147.821509,1
64.919181,-147.822614,1
64.919184,-147.822232,1
64.91919,-147.82228,1
64.919196,-147.822737,1
64.919203,-147.821332,1
64.919205,-147.821572,1
64.919224,-147.824051,1
64.919254,-147.822765,1
64.919263,-147.822813,1
64.919273,-147.820015,1
64.919287,-147.820999,1
64.91929,-147.820819,1
64.919303,-147.821031,1
64.919314,-147.82404,1
64.919314,-147.82304,1
64.919335,-147.82091,1
64.919354,-147.821301,1
64.919359,-147.820601,1
64.919369,-147.822454,1
64.919371,-147.820746,1
64.919378,-147.821178,1
64.919382,-147.822401,1
64.919384,-147.822281,1
64.919385,-147.823861,1
64.919391,-147.823845,1
64.919402,-147.821727,1
64.91941,-147.822243,1
64.919421,-147.821321,1
64.919436,-147.821312,1
64.919441,-147.821275,1
64.919446,-147.820983,1
64.919461,-147.820864,1
64.919473,-147.820373,1
64.919473,-147.820082,1
64.919475,-147.822463,1
64.919476,-147.821079,1
64.919484,-147.821237,1
64.919488,-147.820766,1
64.919491,-147.823847,1
64.919498,-147.822237,1
64.919513,-147.820871,1
64.919515,-147.820646,1
64.919516,-147.820514,1
64.919524,-147.822458,1
64.919527,-147.822379,1
64.919528,-147.821088,1
64.91953,-147.822386,1
64.919537,-147.821026,1
64.919537,-147.820923,1
64.9195479212766,-147.844466003,0
64.919562,-147.82054,1
64.919569,-147.8216,1
64.919582,-147.820754,1
64.919582,-147.82046,1
64.919585,-147.823705,1
64.919604,-147.82051,1
64.919609,-147.820803,1
64.91961,-147.82063,1
64.919612,-147.823462,1
64.919615,-147.820489,1
64.919619,-147.821819,1
64.919623,-147.820825,1
64.919624,-147.820791,1
64.919645,-147.822947,1
64.919652,-147.823141,1
64.919665,-147.820642,1
64.919667,-147.820602,1
64.919696,-147.820505,1
64.919717,-147.822083,1
64.919751,-147.822001,1
64.919759,-147.820507,1
64.919767,-147.82119,1
64.919774,-147.820411,1
64.919797,-147.822437,1
64.919798,-147.823191,1
64.919811,-147.822445,1
64.91984,-147.821597,1
64.919842,-147.820596,1
64.919851,-147.81987,1
64.919864,-147.819915,1
64.919882,-147.822643,1
64.91992,-147.821186,1
64.919938,-147.821939,1
64.919945,-147.821535,1
64.919979,-147.821089,1
64.919994,-147.821467,1
64.92001,-147.821194,1
64.920028,-147.820338,1
64.920031,-147.820921,1
64.920037,-147.820165,1
64.920044,-147.820664,1
64.920062,-147.820449,1
64.920063,-147.820192,1
64.920071,-147.820381,1
64.920094,-147.820874,1
64.920123,-147.821498,1
64.920143,-147.820212,1
64.92016,-147.820351,1
64.920176,-147.820541,1
64.920238,-147.820661,1
64.920267,-147.820465,1
64.920295,-147.820661,1
64.9217695592766,-147.791185859,0
64.922732,-147.815619,1
64.922786,-147.815053,1
64.922803,-147.81576,1
64.922808,-147.815736,1
64.922816,-147.815845,1
64.922853,-147.816704,1
64.922889,-147.816285,1
64.922896,-147.815441,1
64.922908,-147.815349,1
64.922924,-147.81532,1
64.922932,-147.815403,1
64.922934,-147.815391,1
64.923039,-147.815624,1
64.923133,-147.816164,1
64.923137,-147.816171,1
64.923139,-147.816202,1
64.923171,-147.816085,1
64.923171,-147.8159,1
64.923172,-147.816082,1
64.923205,-147.815865,1
64.923236,-147.815649,1
64.923243,-147.816515,1
64.923267,-147.816279,1
64.923277,-147.816175,1
64.923291,-147.816195,1
64.923296,-147.816215,1
64.923307,-147.816349,1
64.923334,-147.815542,1
64.92336,-147.815968,1
64.923368,-147.816109,1
64.92337,-147.815381,1
64.923372,-147.816526,1
64.923438,-147.816479,1
64.92344,-147.816535,1
64.923441,-147.816557,1
64.923443,-147.816544,1
64.923458,-147.816344,1
64.923551,-147.815469,1
64.923553,-147.815393,1
64.92358,-147.815913,1
64.923585,-147.815792,1
64.923597,-147.816132,1
64.923667,-147.815464,1
64.9237,-147.815435,1
64.923756,-147.815139,1
64.924716,-147.795921,1
64.924726,-147.796971,1
64.924727,-147.796127,1
64.924728,-147.796223,1
64.924732,-147.796112,1
64.924759,-147.796422,1
64.924764,-147.796502,1
64.924827,-147.795955,1
64.930398,-147.781286,1
64.930417,-147.781418,1
64.930522,-147.781356,1
64.930528,-147.782236,1
64.930569,-147.781922,1
64.930571,-147.781931,1
64.930575,-147.781828,1
64.930604,-147.781036,1
64.930622,-147.7815,1
64.930648,-147.781546,1
64.930656,-147.78149,1
64.930661,-147.781498,1
64.930664,-147.781177,1
64.930683,-147.781266,1
64.930685,-147.781322,1
64.93069,-147.781593,1
64.93069,-147.781554,1
64.930691,-147.781582,1
64.930709,-147.781429,1
64.930711,-147.781436,1
64.930718,-147.782069,1
64.930856,-147.780632,1
64.930911,-147.781335,1
64.931315,-147.780877,1
64.936277,-147.820536,1
64.936286,-147.820528,1
64.936289,-147.820519,1
64.936317,-147.820783,1
64.936325,-147.82078,1
64.936344,-147.820451,1
64.936365,-147.820707,1
64.936365,-147.820689,1
64.936376,-147.820526,1
64.936378,-147.820517,1
64.93638,-147.820782,1
64.936381,-147.82054,1
64.936499,-147.820439,1
64.936502,-147.82044,1
64.936502,-147.8204,1
64.936503,-147.8204,1
64.936578,-147.820175,1
64.936585,-147.820169,1
64.936609,-147.82018,1
64.936653,-147.820326,1
64.936693,-147.820314,1
64.93672,-147.820315,1
64.938441890277,-147.810522562,0
64.95196362,-147.6143425,1
64.962902,-147.600184,1
64.962904,-147.59998,1
64.962982,-147.599982,1
64.96315,-147.600276,1
64.963192,-147.598874,1
64.963204,-147.599988,1
64.963227,-147.599056,1
64.963248,-147.599489,1
64.96335,-147.599892,1
65.0193219882787,-148.689906159,0
65.0301049922789,-149.121573144,0
65.0303659002789,-149.222531932,0
65.031871198279,-149.26966666,0
65.034158015279,-148.848479645,0
65.0373131702791,-149.167608756,0
65.0377049672791,-148.869316966,0
65.0387272892791,-149.550449578,0
65.0390455962791,-149.252170428,0
65.0471532612793,-148.967830956,0
65.0472299312793,-148.778981203,0
65.0474806032793,-141.454424399,0
65.04875,-141.46766,1
65.0511415902793,-149.492565898,0
65.0517593992793,-149.49921582,0
65.05499,-141.45762,1
65.05504,-141.47273,1
65.0559309692795,-141.484813739,0
65.0563736282795,-148.783412386,0
65.0584066402795,-149.157482149,0
65.0592966352795,-141.464337952,0
65.0601597962795,-148.836503055,0
65.0627947692796,-149.20621686,0
65.0648543282797,-149.155451901,0
65.0671460832797,-149.357233221,0
65.0719197672798,-149.301299928,0
65.0728813702798,-148.705779525,0
65.0736944832798,-148.913691056,0
65.0752047752799,-149.372257636,0
65.0901767512802,-149.215191118,0
65.0916368092802,-149.28142316,0
65.0934132662803,-149.445069326,0
65.0961921582803,-141.445543842,0
65.0968953242803,-148.814549721,0
65.09722,-141.43623,1
65.1009503482804,-149.185165439,0
65.1100297422806,-149.074389751,0
65.1157666482808,-148.768769778,0
65.1210030432809,-141.574249275,0
65.12177,-141.56375,1
65.1224392012809,-149.241814339,0
65.129903165281,-149.138794461,0
65.13109,-141.5711,1
65.1315042632811,-149.068479363,0
65.1349209192812,-141.576646054,0
65.1398101462812,-149.156981463,0
65.1406555952813,-148.96612433,0
65.1435429902813,-149.223006411,0
65.1440854002813,-149.475914065,0
65.1536426852815,-149.128473871,0
65.15469,-141.61364,1
65.1558990172816,-149.147775344,0
65.1568249102816,-141.604712684,0
65.1579578852816,-149.000384273,0
65.1655481212818,-149.102829824,0
65.16657,-164.80814,1
65.1693204302819,-148.809983438,0
65.17,-147.5,1
65.1713512592819,-149.372875014,0
65.1883878042823,-149.393270149,0
65.1884691552823,-148.870019853,0
65.19,-156.64,1
65.19387,-141.88446,1
65.1943707212824,-141.875771032,0
65.1953129802824,-148.949743502,0
65.1980814592825,-148.897019352,0
65.2073079442827,-148.777368439,0
65.2142226292828,-148.793122121,0
65.223072776283,-148.770170008,0
65.23412,-164.82037,1
65.2424304092834,-148.766123572,0
65.2494035142836,-148.773453136,0
65.2522715622837,-157.050139743,0
65.256,-157.042,1
65.27805373,-163.733236,1
65.28110789,-163.7511132,1
65.28865,-142.7114,1
65.29851,-142.8115,1
65.29973148,-162.8132665,1
65.30009,-142.9298,1
65.3019,-142.81785,1
65.3029,-142.79683,1
65.3050241532848,-164.481673908,0
65.31108,-142.95523,1
65.31622,-164.45276,1
65.3169793,-163.7313148,1
65.31884,-164.43132,1
65.31907,-142.34904,1
65.32053,-142.62993,1
65.32062,-142.35979,1
65.32226,-142.21608,1
65.3263121592852,-142.22008879,0
65.32744019,-162.8574593,1
65.32851377,-161.9594155,1
65.328691,-162.8505104,1
65.32979,-142.62254,1
65.33046443,-161.9775792,1
65.33082301,-162.0074441,1
65.3336044,-161.9947972,1
65.33452345,-161.9758746,1
65.33634863,-161.9673806,1
65.33810802,-162.0279947,1
65.33851381,-163.6627883,1
65.33852841,-163.6654064,1
65.34148445,-163.6302585,1
65.34207863,-162.9750962,1
65.3430771232856,-162.04070574,0
65.34322587,-161.994926,1
65.34336537,-163.6336145,1
65.34357566,-163.6332879,1
65.34361,-142.90903,1
65.34361,-142.84754,1
65.34375,-142.43896,1
65.34444112,-163.0144775,1
65.34447837,-163.6390898,1
65.3446278,-162.0959042,1
65.34480849,-162.0760944,1
65.34506,-142.91011,1
65.34515547,-162.1561281,1
65.3456786,-162.0707661,1
65.34583324,-162.0468494,1
65.34607318,-163.6424733,1
65.34626651,-163.6951387,1
65.34632361,-162.941237,1
65.34702713,-163.0409752,1
