Latitude,Longitude,Type
69.63053065335137,-144.55029090776338,0
62.92685190263244,-148.66709352794254,0
61.87771014767665,-152.3068882720304,0
60.7272353212813,-142.28842527570612,0
61.30287851267483,-144.54975581563698,0
61.22013989262816,-146.1279164013715,0
61.31527481360342,-152.03820067895396,0
69.86768348377784,-148.7557538341882,0
68.18711518324989,-154.63585891584094,0
61.26891799905179,-144.72438759019306,0
60.73262637445491,-153.35387182207631,0
69.07321436728749,-143.66365663159937,0
67.08353672263362,-158.95909116018834,0
68.61076099703463,-143.4019742862779,0
68.64606370007476,-144.30316752738142,0
61.11045938401653,-142.1226849486506,0
68.01922111038554,-155.94101995778036,0
68.93145954479846,-146.53107710491668,0
68.92175654090616,-145.77487599366702,0
66.9471729533182,-149.35214522278343,0
68.30515650633671,-157.73585272280286,0
60.93555560429618,-143.3677506856927,0
62.36010461784053,-148.81666069547722,0
62.78186423187965,-152.3149726222403,0
59.8484133901629,-153.9688576620644,0
60.1577947394531,-143.65395362770707,0
61.42037582543314,-146.2653548140408,0
61.09859817521437,-142.08953599141927,0
67.74083051341681,-155.70062981998908,0
68.87782993642865,-147.42229533696366,0
70.09864262284107,-150.99148467497122,0
62.512097536348286,-152.16000994243092,0
68.81153648106708,-144.11667454402314,0
68.5757258400577,-146.17318965436712,0
62.41211557252792,-141.69742494028452,0
68.45688187878126,-146.98598567618714,0
60.00256451358053,-150.32556252364964,0
62.294885805832834,-148.40837648482162,0
68.33938010692191,-150.75109453717997,0
61.6785533173266,-152.9660682625592,0
60.52619229118563,-152.43678188571727,0
67.85833228527616,-149.51249449666534,0
67.95750715180587,-147.40019603214276,0
63.96736975615088,-147.68343813105764,0
64.74351196731156,-144.1131741496962,0
59.68078686336178,-150.15281694883913,0
67.44842942093815,-161.7122471690111,0
69.06863041140456,-147.4611028934318,0
68.00197330751082,-149.9951609719935,0
67.552455789414,-155.01261282294766,0
60.94444705179675,-144.63464372239142,0
68.1890013829955,-148.7277283840673,0
65.27064459834467,-162.67057041281137,0
61.98011786247009,-142.28707862718798,0
61.56185864275792,-144.77909184191674,0
70.95374659545618,-156.2420449516964,0
68.091177624085,-146.76769484321676,0
58.18266714153661,-157.40033212313736,0
63.54103064532987,-146.080484943466,0
60.72238381933514,-145.67273582493678,0
60.07964007528935,-140.72913114652874,0
67.84997592990203,-161.2306597961379,0
68.99074775240507,-145.59377406348236,0
61.95559280667614,-148.87864665922118,0
60.94606570547915,-141.85103651247468,0
67.86992148891407,-150.64221666675795,0
69.14543842705017,-143.10256794604427,0
60.8676434952522,-149.31738207097078,0
61.5890814546892,-148.7573724878706,0
63.31357635969465,-150.45006954326394,0
61.146569184347335,-142.68619938517875,0
68.82204658225005,-147.96802241938963,0
67.75538501925526,-161.0934889295318,0
62.011648166019,-144.4185110943309,0
60.14377978484212,-159.28221545892524,0
68.15181248020977,-154.4404744849821,0
67.62360074672172,-161.14469278692852,0
67.33147165940733,-154.19388619672657,0
62.921728395522045,-149.3052533161054,0
63.11549863179953,-151.4738791451351,0
68.88537473541109,-145.8142231013626,0
67.25304944918037,-153.8796578045913,0
61.31742855941223,-149.16673580098114,0
69.06378336855944,-145.0054714841981,0
69.4046905622975,-141.70712348507575,0
69.25296518985294,-145.59943712182024,0
61.041468172517625,-141.6044482242191,0
61.12285568494512,-141.50662000620756,0
61.11369223228029,-145.21729216153992,0
62.15986868503554,-148.43936723714307,0
67.14093873049464,-154.9005021042619,0
60.44911672947683,-149.3130701202521,0
61.300987853828175,-154.1197759372183,0
68.9069344890045,-145.12539454792946,0
62.08467932307233,-148.06045958422754,0
69.19933558148315,-145.5026880062636,0
62.47436908233507,-149.2271031110427,0
