Authors,DOI,Latitude,Longitude,Thaw Type (abrupt vs gradual),Feature Type,Site Name
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.92587194,-162.3092413,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.9259459,-162.3093397,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.92612086,-162.3461951,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.92655765,-162.3728137,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.92662086,-162.3725839,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.93281882,-162.4894462,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.93284445,-162.489521,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.94016873,-162.4766171,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.94019572,-162.4764508,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.94298796,-162.4738188,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.94304945,-162.4736758,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.98663218,-162.4694162,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.98762076,-162.4513243,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.98765601,-162.4100937,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.98826057,-162.5612096,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.98962381,-162.536906,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.98995918,-162.4051342,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.99087351,-162.577178,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.99130446,-162.4185304,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.99179476,-162.5479957,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.99200013,-162.4239011,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.99305559,-162.5886124,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.99321464,-162.490418,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.99322844,-162.4041791,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.99368793,-162.4342955,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.99455217,-162.3935829,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.99476423,-162.4563532,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.99482846,-162.3437793,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.99622965,-162.3265985,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.9971597,-162.5766981,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.99790428,-162.4022226,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.99817358,-162.4145439,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.99935233,-162.3221078,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.99955427,-162.5504216,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,66.99984897,-162.4651786,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.00012444,-162.2654887,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.00141611,-162.4789829,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.00260529,-162.3871182,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.00294577,-162.4193988,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.003196,-162.303248,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.00457664,-162.4619026,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.00522127,-162.4369146,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.00564677,-162.3782247,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.00749335,-162.2509548,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.00862143,-162.3899696,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.00878456,-162.4055362,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.00890741,-162.4232695,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.00944095,-162.6335644,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.00958,-162.38828,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.00988237,-162.4960325,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.01151304,-162.39769,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.01154235,-162.4340633,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.01162247,-162.4144879,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.01187691,-162.3500513,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.01196801,-162.5480945,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.01367486,-162.2802377,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.01449188,-162.4994773,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.01456928,-162.3831143,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.01490299,-162.221978,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.01506849,-162.4370785,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.01524315,-162.659455,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.0153718,-162.3086005,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.01641,-159.3297,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.01658852,-162.3789585,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.01676947,-162.6283363,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.01797364,-162.4404403,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.01806013,-162.6379736,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.01840259,-162.4977162,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.01893692,-162.5013226,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.01964711,-162.3178318,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.02005704,-162.2657075,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.02045879,-162.5256487,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.02079092,-162.4873415,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.02096991,-162.3308554,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.02169,-159.34981,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.02207543,-162.4319078,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.02209338,-162.5918316,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.02264954,-162.640217,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.02418758,-162.400776,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.02471727,-162.214197,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.02554406,-162.255107,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.02569247,-162.6593055,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.02575761,-162.5993211,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.02620935,-162.4748331,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.02637088,-162.4229329,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.0265094,-162.5490894,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.02659012,-162.1353742,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.02696931,-162.4887574,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.02699761,-162.6182082,Abrupt,Thermokarst lake,NA
Swanson,https://doi.org/10.1002/ppp.2098,67.02706177,-158.6903338,Abrupt,thermokarst,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.02707197,-162.5422158,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.02711303,-162.3793201,Abrupt,Thermokarst lake,NA
Swanson,https://doi.org/10.1002/ppp.2098,67.02752618,-158.6838489,Abrupt,thermokarst,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.02827743,-162.6255448,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.02863,-158.5799,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.02897721,-162.1878564,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.02900784,-162.5536257,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.03024324,-162.2937911,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.03028014,-162.3671335,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.03058631,-162.237644,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.03095415,-162.4402666,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.03098241,-162.4530059,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.03112035,-162.6353896,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.03158735,-162.4331125,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.0322,-159.19379,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.03285,-158.3924,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.03385887,-162.3630149,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.03415738,-162.5794175,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.03424795,-162.6476648,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.03459046,-162.5341849,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.0346872,-162.5969313,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.03496643,-162.6138285,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.03501526,-162.5166308,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.03544803,-162.409304,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.03611129,-162.4571263,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.03634251,-162.618237,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.03641155,-162.4493942,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.03681185,-162.6830296,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.03695305,-162.5362685,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.03747796,-162.4249188,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.03760515,-162.3072472,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.0384468,-162.5785895,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.03916536,-162.3258358,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.0392923,-162.6559515,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.0395242,-162.5711067,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.03956667,-162.634548,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.0398728,-162.6789073,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.0409764,-162.3838324,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.04112503,-162.1946968,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.04152141,-162.6233826,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.04174984,-162.6619973,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.04241,-158.46462,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.04252,-158.49055,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.0430852,-162.6339646,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.04333182,-162.601415,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.04382184,-162.1542585,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.04387957,-162.5727455,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.04390204,-162.4155755,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.04404,-159.66985,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.04427057,-162.7950569,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.04496,-159.66828,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.04520786,-162.2793494,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.04547624,-162.1591358,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.04598785,-162.4906723,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.04645684,-162.664125,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.0468179,-161.8008057,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.04735028,-162.6157634,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.04743,-158.39414,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.04806,-158.47905,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.04845372,-162.1625182,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.04903969,-162.4179329,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.04915249,-162.1863767,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.04920025,-162.3111129,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.04984438,-162.1475176,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.05038,-162.32536,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.05055726,-162.0274901,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.05108141,-162.0513433,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.05128595,-162.3643268,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.05151406,-162.0186537,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.05227584,-162.7232955,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.05260713,-162.6269701,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.0533,-159.74665,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.05383981,-162.4766719,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.05424771,-161.9062059,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.05436774,-162.6867093,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.05574027,-162.5609692,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.05583502,-162.6561707,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.05605,-162.30212,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.05610175,-162.3311181,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.05650133,-162.2593358,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.05658546,-162.2517025,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.05676695,-162.6334718,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.05717634,-162.6732754,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.05832035,-162.3205193,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.05856,-158.50742,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.05867863,-162.3978923,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.05965397,-162.5398016,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.0599927,-162.6614912,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.06084,-158.58086,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.06108229,-162.6740525,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.06119,-158.48488,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.0613265,-162.5656897,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.06164302,-162.7989045,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.06184,-159.72879,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.06225345,-162.6318921,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.06334821,-162.6113483,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.06374798,-162.6282936,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,67.06385392,-162.6569908,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.06439,-158.49098,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.06493,-158.62469,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.0658,-159.47256,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.06602,-158.47346,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.06719,-159.70362,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.06942,-158.71461,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.06968,-158.44843,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.06994,-158.72331,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.07063,-158.72016,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.07363,-159.25143,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.07918,-159.49059,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.08336,-159.21289,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.08359,-158.67848,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.08625,-159.59414,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.08644,-158.59673,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.08769,-158.27407,Abrupt,Thermokarst lake,NA
Swanson,https://doi.org/10.1002/ppp.2098,67.08906214,-153.8607831,Abrupt,thermokarst,NA
Swanson,https://doi.org/10.1002/ppp.2098,67.09145161,-153.8699376,Abrupt,thermokarst,NA
Swanson,https://doi.org/10.1002/ppp.2098,67.09210479,-153.870044,Abrupt,thermokarst,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.09351,-159.74358,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.09451,-159.50511,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.09509,-158.54495,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.09601,-158.66464,Abrupt,Thermokarst lake,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",67.09786,-158.53022,Abrupt,Thermokarst lake,NA
