Authors,DOI,Latitude,Longitude,Thaw Type (abrupt vs gradual),Feature Type,Site Name
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.6153378,-161.8922703,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.61622357,-167.7983517,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.61672809,-162.6242658,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.61687916,-167.2634172,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.61712266,-166.6126432,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.61715468,-163.8224858,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.61740771,-167.7763459,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.61741052,-167.7773023,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.61758079,-166.9825689,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.61760888,-163.9106166,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.61786494,-166.9821017,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.61806749,-161.893295,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.61808954,-161.8933995,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.6181709,-162.6738537,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.61827003,-161.9692993,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.61864085,-166.6029465,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.61877638,-168.0984468,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.61878665,-161.6710677,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.61898218,-161.6716331,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.61911037,-161.8323325,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.61922398,-162.6578347,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.61969948,-163.8304753,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.61973468,-167.8974468,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62003608,-168.0826862,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62043912,-161.7744223,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62050709,-161.7745949,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62059328,-161.9750472,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62068209,-163.8397697,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62158186,-162.6250082,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62177942,-163.7536141,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62194385,-161.9565904,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.6222732,-161.8669583,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62258557,-161.8674617,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62268084,-163.775422,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62287566,-168.0979556,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62325594,-161.9515805,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62344223,-161.951786,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62350724,-163.9195696,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62382368,-167.2683832,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62395145,-163.8436135,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62408265,-161.9610965,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62417263,-161.9611237,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62421067,-162.6146554,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62459141,-161.9685669,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62475538,-161.9685782,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62511654,-161.9763713,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62515113,-168.0646759,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62520793,-168.0644543,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62528263,-161.8733499,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62528726,-161.9761848,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.6253954,-163.1436613,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62576488,-168.0859133,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62614143,-162.6323964,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62628601,-163.9579369,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62643098,-168.0702069,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62713708,-163.576944,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62714436,-168.0582464,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62731,-168.1068217,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62738211,-162.6074261,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62749289,-162.883045,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62759788,-162.4821696,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62763093,-163.9009785,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62771873,-168.1028584,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62872662,-162.9078244,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.6288175,-168.0594822,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62891332,-168.1104049,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62891899,-162.891566,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62916376,-168.0592635,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62929292,-166.7740798,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62944613,-168.090989,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62982846,-168.1144252,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62986534,-161.8875076,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.62999814,-161.8872474,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63004025,-161.8103505,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63006566,-161.8097344,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63019933,-168.0816304,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63024741,-168.0672484,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63033516,-162.875026,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.6304824,-164.0134231,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63070324,-168.1033474,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63074209,-168.0671543,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63111987,-166.7540285,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63133421,-163.7539132,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63139852,-167.0731317,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63156899,-168.0949154,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63216711,-162.973872,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63251786,-161.8418798,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63306951,-167.9457361,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63329403,-168.0735471,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63347395,-168.0735199,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63357136,-161.8762756,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63362149,-161.9413482,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63392273,-162.6174066,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63414503,-168.10668,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63422323,-161.9477812,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63432543,-163.8424225,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63435143,-161.9476348,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63459418,-164.0694551,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63480557,-163.1580477,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63482794,-162.9472058,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63501394,-164.0097272,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63517323,-168.1074278,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63529805,-163.7551365,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.6354143,-167.9106896,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63549429,-162.931909,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63554263,-168.0944953,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63568958,-168.1145639,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63661613,-168.1024622,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63761074,-164.0127923,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63771866,-164.0206594,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63792175,-162.9768298,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63804861,-167.962944,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63810382,-161.8769254,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63811951,-161.8773672,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63825477,-168.0776629,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63863169,-168.1128748,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63866165,-162.9038068,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63871303,-168.0724205,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63885346,-166.9926355,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63899019,-162.9644941,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63902371,-166.9924439,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63917424,-162.9846672,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63951518,-167.9505341,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63966083,-167.9511105,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63976254,-167.9139001,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63983803,-167.8676983,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.63991861,-167.9136572,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64065578,-164.0654172,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64065859,-163.749964,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64094745,-168.0823769,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64102429,-168.1189908,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64121477,-168.1027172,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64133102,-168.0954995,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64167129,-162.8671625,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64182721,-161.9253734,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64203844,-161.8839459,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64204372,-161.8839715,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64211867,-161.9683318,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64250329,-168.1077845,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64309485,-168.069357,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64345424,-163.7425424,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64403106,-161.8650071,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64404279,-161.8647643,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64459299,-164.0964022,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64502483,-162.9682339,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64544704,-161.7386144,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64546184,-163.9699903,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.6456439,-161.8931962,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64570483,-161.8927697,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64591315,-168.0686283,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64609537,-168.0682237,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64625401,-168.1178407,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64660854,-164.0983606,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64670593,-168.0757901,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64676794,-162.8197751,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64690915,-168.0882529,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64754746,-168.124882,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64760366,-162.8967171,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64774545,-167.7652811,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64814136,-163.9731445,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64838886,-163.5028562,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64840217,-161.9644038,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.6484032,-167.8753049,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.6484802,-167.8750162,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64860645,-168.0933132,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64866815,-162.8427305,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64886392,-161.963491,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.6491913,-168.0835396,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64938036,-168.0826731,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64967668,-168.1018439,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.64993366,-166.8699042,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.65006654,-162.6483071,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.65009045,-168.106129,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.65010243,-167.915227,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.65016769,-161.7535159,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.65022354,-161.7534787,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.65025924,-167.9150002,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.65143407,-168.1027439,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.6514633,-161.7631292,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.65149459,-161.7633203,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.65153069,-161.8645766,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.65158043,-167.0627381,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.6516808,-168.0972442,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.65168852,-164.0446127,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.65182344,-161.842131,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.65183397,-163.9795453,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.65225612,-161.9544511,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.65241921,-161.9544063,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.65315178,-168.1108522,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.6539796,-168.070081,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.65402095,-168.1222868,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.6540467,-165.6290089,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.6551547,-168.1065784,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.65561033,-164.0500498,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.65619851,-168.0882616,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.65637544,-161.8601714,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.65642455,-167.8264475,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.65683173,-168.0679449,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.65747246,-168.0721167,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.65750742,-167.3361532,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.65811682,-164.0648038,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.65820564,-161.9498643,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.65930849,-168.0696853,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.65961025,-164.0783277,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.65966604,-162.8605931,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.65966831,-161.7469611,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.66051936,-168.0946627,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.66059677,-163.363773,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.66173416,-168.1002988,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.66179244,-167.8280605,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.66194632,-168.0663728,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.66202157,-168.0789578,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.66227241,-161.7518887,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.66248078,-161.7520893,Abrupt,Thermokarst lake,NA
Nitze et al. 2020,https://doi.org/10.5194/tc-14-4279-2020,65.66370703,-161.7452203,Abrupt,Thermokarst lake,NA
