"Authors","DOI","DataSourceType","FeatureName","Latitude","Longitude","FeatureType","FeatureCategory","ThawType","Imagery","ImageryDates","ImageryResolution_meters"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.952114,-152.368102,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.950671,-152.403664,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.954916,-152.381506,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.965163,-152.325256,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.952602,-152.351275,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.94944,-152.323981,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.968784,-152.265552,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.96757,-152.263513,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.967696,-152.283945,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.963756,-152.260313,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.958163,-152.258483,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.958327,-152.236138,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.95387,-152.233022,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.951124,-152.288418,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.950597,-152.264262,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.950583,-152.272334,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.948866,-152.272636,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.947809,-152.279313,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.944934,-152.261254,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.94542,-152.243418,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.967797,-152.167892,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.959635,-152.173291,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.960322,-152.205324,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.960474,-152.193073,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.956535,-152.187247,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.954971,-152.163155,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.952537,-152.196701,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.951374,-152.216269,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.950869,-152.185595,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.948721,-152.193742,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.966906,-152.117349,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.962293,-152.112293,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.958002,-152.106205,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.955986,-152.158001,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.952697,-152.099954,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.953714,-152.149718,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.950218,-152.113384,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.948299,-152.151002,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.967399,-152.031019,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.956396,-152.03239,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.965124,-152.079939,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.962426,-152.078271,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.9625,-152.069129,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.959462,-152.079234,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.953492,-152.063364,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.955441,-152.096003,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.947758,-152.084877,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.952109,-152.091749,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.947014,-152.049,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.9634,-151.963035,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.954471,-152.009633,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.951776,-151.992187,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.950056,-151.97555,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.942656,-151.964378,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.966776,-151.913668,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.959338,-151.931603,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.958272,-151.95834,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.964926,-151.888552,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.964559,-151.882122,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.933941,-154.058712,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.932045,-154.041609,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.931849,-154.02745,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.9302,-154.055405,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.929756,-154.045172,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.925861,-154.072264,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.926969,-154.030064,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.922972,-154.039835,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.925282,-154.060403,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.942925,-154.012784,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.93562,-153.997138,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.937253,-154.020655,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.93381,-154.019132,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.932155,-153.955512,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.932659,-154.008095,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.931258,-154.009815,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.929698,-154.014694,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.922476,-154.002012,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.942987,-153.922687,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.933507,-153.906207,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.939893,-153.846677,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.917741,-153.830711,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.94203,-153.815971,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.939834,-153.821376,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.926022,-153.777745,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.944459,-153.746416,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.94164,-153.728184,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.931215,-153.708286,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.922215,-153.736667,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.943215,-153.643067,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.938626,-153.656519,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.921037,-153.659735,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.92678,-153.676163,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.941158,-153.576025,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.927565,-153.584462,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.922985,-153.560504,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.940333,-153.544711,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.938723,-153.542078,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.929291,-153.53668,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.922617,-153.504768,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.935064,-153.427091,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.924931,-153.449284,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.939802,-153.387211,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.941643,-153.345276,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.932537,-153.345571,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.929688,-153.355431,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.941904,-153.266912,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.934576,-153.242763,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.93119,-153.255115,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.927322,-153.283089,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.943645,-153.192075,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.941816,-153.16919,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.934797,-153.186761,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.922873,-153.169395,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.922353,-153.1975,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.941504,-153.11987,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.939798,-153.13193,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.933079,-153.093899,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.929883,-153.124819,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.942531,-153.024066,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.93872,-153.050295,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.92941,-153.002966,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.929173,-152.974929,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
"Jones & Zuck (2016)","https://doi.org/10.5066/F7H70CXB","Remote sensing - published",NA,69.938589,-152.902384,"Thermokarst lake","Thermokarst lake","Abrupt","SAR; Landsat TM; ETM+; OLI","1985 to 2015","30"
